Name,Country,Address,Website,Email,Profile_URL
WEINKONTOR FREUND GMBH,Germany,"Nienkamp 17, Borgholzhausen 33829",http://www.weinkontor-freund.de/,kontakt@weinkontor-freund.de,https://www.europages.co.uk/WEINKONTOR-FREUND-GMBH/00000005354884-001.html
PRIVAT - WEINGUT HART,Germany,"Veitshöchheimer Strasse 29, Thüngersheim 97291",http://www.weingut-hart.de/,,https://www.europages.co.uk/PRIVAT-WEINGUT-HART/00000004864020-001.html
ACHAIA CLAUSS,Greece,"Petroton, Patra 26500",http://www.achaiaclauss.gr/,,https://www.europages.co.uk/ACHAIA-CLAUSS/00000003648099-94898001.html
LEONE DE CASTRIS,Italy,"Via Sen. de Castris, Salice Salentino 73015",http://www.leonedecastris.com/,,https://www.europages.co.uk/LEONE-DE-CASTRIS/00000004570933-001.html
SEITERRE VITICOLTORI DAL 1877 SSA,Italy,"Via Gardesana Sud 3101,, Valeggio sul Mincio 37067",https://seiterre.com/,info@seiterre.com,https://www.europages.co.uk/en/company/seiterre-viticoltori-dal-1877-ssa-22324942
WIJNHOEVE MATTON,Netherlands,"Kaaidijk 1, Schalkwijk 3998 WH",http://www.wijnhoevematton.nl/,,https://www.europages.co.uk/WIJNHOEVE-MATTON/00000003631839-89464001.html
QROAC!,Spain,"Paseo de Yeserías, 31 4ñ, Madrid 28005",http://www.qroac.com/,,https://www.europages.co.uk/QROAC/00000003941571-219389001.html
PHYSIS IMPRESA & AMBIENTE,Italy,"Cda Furchi Snc, Atena Lucana 84030",http://www.impresanatura.it/,info@impresanatura.it,https://www.europages.co.uk/PHYSIS-IMPRESA-AMBIENTE/00000005335335-633209001.html
AZIENDA AGRICOLA BOSCAINI CARLO SOCIETA' AGRICOLA VALPOLICELLA,Italy,"Via Sengia, 15, Sant'ambrogio Di Valpolicella 37015",,,https://www.europages.co.uk/AZIENDA-AGRICOLA-BOSCAINI-CARLO-SOCIETA-AGRICOLA-VALPOLICELLA/SEAC005265035-001.html
CONTUCCI DI ALAMANNO CONTUCCI & C. SOCIETA' AGRICOLA S.A.S.,Italy,"VIA DEL TEATRO 1, Montepulciano 53045",https://www.contucci.it/,info@contucci.it,https://www.europages.co.uk/CONTUCCI-DI-ALAMANNO-CONTUCCI-C-SOCIETA-AGRICOLA-SAS/SEAC000062081-001.html
AZIENDA AGRICOLA ATTANASIO,Italy,"via Bologna 1, Carmiano 73024",,,https://www.europages.co.uk/AZIENDA-AGRICOLA-ATTANASIO/00000004662997-001.html
MASIA SUMIDORS,Spain,"Carretera de Vilafrance km 6,4, Sant Pere De Ribes 08810",http://www.sumidors.com/,,https://www.europages.co.uk/MASIA-SUMIDORS/00000004717487-514547001.html
WINERY TASTING SICILY,Italy,"via salvatore quasimodo 4, Sant'agata Li Battiati 95030",https://www.winerytastingsicily.com/it/,"info@winerytastingsicily.com, redazione@winerytastingsicily.com",https://www.europages.co.uk/WINERY-TASTING-SICILY/00000005241129-558329001.html
KELLEREIARTIKEL BEISTEINER INH. THOMAS BEISTEINER,Austria,"Gewerbepark 1, Neckenmarkt 7311",http://www.kellereiartikel.at/,office@kellereiartikel.at,https://www.europages.co.uk/KELLEREIARTIKEL-BEISTEINER-INH-THOMAS-BEISTEINER/00000005477076-001.html
WEINGUT S. A. PRÜM INH. RAIMUND PRÜM,Germany,"Uferallee 25-26, Bernkastel-Kues 54470",http://www.sapruem.com/,,https://www.europages.co.uk/WEINGUT-S-A-PRUM-INH-RAIMUND-PRUM/00000004907599-001.html
VYLYAN VINEYARDS AND WINERY CO. LTD. PRIVATE,Hungary,"Fekete-Hegy 092 Hrsz., Kisharsany 7800",https://www.vylyan.hu/,,https://www.europages.co.uk/VYLYAN-VINEYARDS-AND-WINERY-CO-LTD-PRIVATE/HUN047776-00101.html
PROTOS BODEGA RIBERA DEL DUERO DE PEÑAFIEL,Spain,"Bodegas Protos, 24-28, Penafiel, Valladolid, Castilla Y Leon 47300",https://www.bodegasprotos.com/es/,"bodega@bodegasprotos.com, enoturismo@bodegasprotos.com",https://www.europages.co.uk/en/company/protos-bodega-ribera-del-duero-de-penafiel-22301664
SOCIETA AGRICOLA SEMPLICE SAN TEODORO DI SANTORO GIUSEPPE,Italy,"Via Cavacone 41, San Prisco 81054",https://www.agricolasanteodoro.it/,commerciale@agricolasanteodoro.it,https://www.europages.co.uk/SOCIETA-AGRICOLA-SEMPLICE-SAN-TEODORO-DI-SANTORO-GIUSEPPE/00000005455889-801892001.html
K & K VASILIKON WINERY,Cyprus,"Kathikas Village, Pafos null",https://www.vasilikon.com/,,https://www.europages.co.uk/K-K-VASILIKON-WINERY/CYP001433-00101.html
QUARANVINO,Germany,"Hohenzollernstrasse 61, München 80796",https://quaranvino.wine/,,https://www.europages.co.uk/QUARANVINO/00000005427506-764961001.html
"QUINTA DO PÔPA, LDA.",Portugal,"E.N. 222 - Adorigo, Tabuaço 5120-011",http://www.quintadopopa.com/pt/,,https://www.europages.co.uk/QUINTA-DO-POPA-LDA/00000004515650-001.html
F.LLI FICI S.A.S. DI ZERBINI ANNETTA & C.,Italy,"Via Sebastiano Lipari, 5, Marsala 91025",http://www.cantinefici.com/,,https://www.europages.co.uk/FLLI-FICI-SAS-DI-ZERBINI-ANNETTA-C/SEAC000009872-001.html
G. WEIN GMBH & CO.KG,Germany,"Meimsheimer Strasse 10, Bönnigheim 74357",http://www.gwein.de/,info@gwein.de,https://www.europages.co.uk/G-WEIN-GMBH-COKG/00000005312746-001.html
SOCIETÀ AGRICOLA ORTOBAROCCO DRL,Italy,"via Tasca 7, Scicli 97018",http://www.casamorana.it/,info@casamorana.it,https://www.europages.co.uk/SOCIETA-AGRICOLA-ORTOBAROCCO-DRL/00000003973947-244525001.html
LE CORTI DEI FARFENSI WINERY,Italy,"95 CONTRADA CAMERA DI FERMO, Fermo 63900",,,https://www.europages.co.uk/LE-CORTI-DEI-FARFENSI-WINERY/SEAC002036452-001.html
COLLEMASSARI,Italy,"1 LOCALITA' POGGIO LA COMMARE, Cinigiano 58044",,,https://www.europages.co.uk/COLLEMASSARI/SEAC001009925-001.html
WEINGOOD,Germany,"Untere Parkstr. 26F, Haar 85540",https://www.weingood.de/,kontakt@weingood.de,https://www.europages.co.uk/WEINGOOD/00000005414381-752480001.html
CANARY ISLAND WORLDWIDE S.L.,Spain,"P.I. Güimar, manzana XI, parcela 9 y 10, CTCAN Oficina 8, Candelaria 38509",https://www.canaryislandworldwide.es/,,https://www.europages.co.uk/CANARY-ISLAND-WORLDWIDE-SL/00000005425544-763896001.html
THIEM-BEST OF BIOWINE E.K.,Germany,"Am Hopfen 7, Röslau 95195",http://www.best-of-biowine.de/,service@best-of-biowine.de,https://www.europages.co.uk/THIEMBEST-OF-BIOWINE-EK/00000003882265-176038001.html
VENTA CON DENOMINACION,Spain,"Avda. Lope de Vega, 6726006 Logroño, La Rioja 26007",http://www.ventacondenominacion.com/,,https://www.europages.co.uk/VENTA-CON-DENOMINACION/00000003850597-153106001.html
SUVOROV-VIN LTD.,Moldova,"108 Columna Street, Chisinau MD-2012",http://www.kazayak.com/,,https://www.europages.co.uk/SUVOROVVIN-LTD/MDA000768-34428001.html
RODRIGUEZ CASTRO,Spain,"Uruguay 18 4º C Madrid, Madrid 28016",http://www.rodriguez-castro.com/,,https://www.europages.co.uk/RODRIGUEZ-CASTRO/00000003883789-177143001.html
CPS CONVERTING PACKAGING & SERVICE,Italy,"via Damiano Macaluso, Brindisi 72100",http://www.cpsconverting.it/,"info@pec.cpsconverting.it, info@cpsconverting.it",https://www.europages.co.uk/CPS-CONVERTING-PACKAGING-SERVICE/00000004487150-313221001.html
OBA COLD INDUSTRIAL COOLING EQUIPMENTS,Türkiye,"Yuceyurt Mah. Sehit Ismail Sirin Cd. No : 96, Sivas 58000",http://www.obacold.com/,,https://www.europages.co.uk/OBA-COLD-INDUSTRIAL-COOLING-EQUIPMENTS/00000005269201-582834001.html
BODEGAS BURGOS NEO,Spain,"CARRETERA NACIONAL 122 KM 274,5, Castrillo De La Vega 09391",http://www.bodegasneo.com/,info@bodegasneo.com,https://www.europages.co.uk/BODEGAS-BURGOS-NEO/00000005028771-550439001.html
SFOGGIATECH SRL,Italy,"Via Consolata 3, Montebelluna 31044",http://www.sfoggiatech.com/,sfoggiatech@sfoggiatech.com,https://www.europages.co.uk/SFOGGIATECH-SRL/00000004013068-286334001.html
CHÂTEAU LA CAMINADE,France,"CHATEAU LA CAMINADE , Parnac 46140",http://www.chateau-caminade.com/fr/index.php,,https://www.europages.co.uk/CHATEAU-LA-CAMINADE/00000004672478-001.html
Bodegas Tino,Spain,"c/ San Juan 52-54, , Gijón 33210",https://www.bodegastino.es/,info@bodegastino.com,https://www.europages.co.uk/en/company/bodegas-tino-22330073
ESTECHA REPRODUCCIONES SL,Spain,"Pol Ind Torre Sancho Parc a1-4, Valderrobres 44580",http://www.estechareproducciones.com/,,https://www.europages.co.uk/ESTECHA-REPRODUCCIONES-SL/00000004543952-340231001.html
LAVINOX d.o.o.,Slovenia,"Goriška cesta 29D, AJDOVŠČINA 5270",https://lavinox.si/,lavinox@siol.net,https://www.europages.co.uk/en/company/lavinox-doo-22311096
PARRAMON EXPORTAP S.L.,Spain,"Veïnat de les Serres, 64, , Cassà de la Selva 17244",,,https://www.europages.co.uk/en/company/parramon-exportap-sl-22283245
ANNECCHINI GIONATA,Italy,"san fino, San Vito Chietino 66026",https://www.annecchini.it/,,https://www.europages.co.uk/ANNECCHINI-GIONATA/00000005453921-798427001.html
KIR-YANNI S.A. WINERY,Greece,"Giannakochori, Naoussa 592 00",https://kiryianni.gr/,info@kiryianni.gr,https://www.europages.co.uk/KIRYANNI-SA-WINERY/GRC028525-00101.html
CHELTI WEINHANDEL WEINTRADIOTION AUS GEORGIEN,Germany,"Nalepastrasse 10, Berlin 12459",http://www.chelti.net/,,https://www.europages.co.uk/CHELTI-WEINHANDEL-WEINTRADIOTION-AUS-GEORGIEN/00000005126248-001.html
ELECTRON INDUSTRIAL MACHINES,Italy,"Via di Arezzo 118A, Foiano Della Chiana 52045",http://www.electronweb.it/etichettatura/,,https://www.europages.co.uk/ELECTRON-INDUSTRIAL-MACHINES/00000005414028-751813001.html
AES AMBELIS WINERY,Cyprus,"Kalo Chorio (Orinis), Nicosia 2086",https://aesambelis.com/,,https://www.europages.co.uk/AES-AMBELIS-WINERY/CYP001256-00101.html
"JAMONES EÍRIZ JABUGO, S. L.",Spain,"C/ Pablo Bejarano nº 43, Corteconcepción (huelva) 21209",http://www.jamoneseiriz.com/,tienda@jamoneseiriz.com,https://www.europages.co.uk/JAMONES-EIRIZ-JABUGO-S-L/00000003943095-220549001.html
"BODEGAS MONTEREBRO, JUMILLA",Spain,"Calle Barrio Iglesias 55, Jumilla 30520",http://www.monterebro.com/,,https://www.europages.co.uk/BODEGAS-MONTEREBRO-JUMILLA/00000003738149-123831001.html
SM INOX S.R.L.,Italy,"STRADA DEL CANALE 1, Narni 05035",https://www.sminoxterni.it/,info@sminoxterni.it,https://www.europages.co.uk/SM-INOX-SRL/00000005469065-842105001.html
VINAŘSTVÍ ZAPLETAL,Czechia,"Revoluční 865, Velké Bílovice 69102",https://www.vinarstvizapletal.cz/,vinarstvizapletal@email.cz,https://www.europages.co.uk/VINARSTVI-ZAPLETAL/00000005437484-776546001.html
CHATEAU DE VAL WINERY,Bulgaria,"First Str. 208, Gradets , Vidin Region 3780",http://chateaudeval.com/,,https://www.europages.co.uk/CHATEAU-DE-VAL-WINERY/00000004007828-281519001.html
BODEGAS ALONSO GONZALEZ,Spain,"c/ Hospital, ABALOS 26339",http://www.cantauri.com/,,https://www.europages.co.uk/BODEGAS-ALONSO-GONZALEZ/00000003914185-197898001.html
SAS DUI SORRU TRANSPORTI,France,"Navacchier, Soccia 20125",,,https://www.europages.co.uk/SAS-DUI-SORRU-TRANSPORTI/00000004618825-428442001.html
MORHARDS RÄUCHERLACHS,Germany,"Richard-Müller-Strasse 3b, Obermoschel 67823",http://www.morhards-raeucherlachs.de/,info@morhards-raeucherlachs.de,https://www.europages.co.uk/MORHARDS-RAUCHERLACHS/00000004951721-001.html
AURELIO SRL,Italy,"Via Gramsci 57, Fiesole 50014",https://www.aureliosrl.it/,,https://www.europages.co.uk/AURELIO-SRL/00000005459860-826839001.html
API PLASTIQUES,France,"1, rue de Valnois, BRENELLE 02220",http://www.apiplast.fr/,"apiplast@apiplast.fr, nord@apiplast.fr",https://www.europages.co.uk/API-PLASTIQUES/00000003735547-122221001.html
AZIENDA AGRICOLA GUARINO,Italy,"Viale d'Italia 61, Partanna 91028",,,https://www.europages.co.uk/AZIENDA-AGRICOLA-GUARINO/00000004699183-497753001.html
NAOUSA AGRICULTURAL WINERY COOP LTD,Greece,"Episkopi, Imathia 592 00",https://www.vaeni-naoussa.com/,"sales@vaeni.gr, info@vaeni.gr",https://www.europages.co.uk/NAOUSA-AGRICULTURAL-WINERY-COOP-LTD/GRC002428-00101.html
ESQUIO INGENIERÍA,Spain,"As Teixugueiras, 29-1º. Ofic. 4, Vigo (pontevedra) 36212",http://esquio.es/,,https://www.europages.co.uk/ESQUIO-INGENIERIA/00000005253093-568368001.html
KIRALYUDVAR WINERY LIMITED LIABILITY COMPANY,Hungary,"Fo Ut 92., Tarcal 3915",,,https://www.europages.co.uk/KIRALYUDVAR-WINERY-LIMITED-LIABILITY-COMPANY/HUN053083-00101.html
CAMMINARE BOOTS,Poland,"Szarlejka, ul. Lukaszewicza 40 , Wreczyca Wielka 42-130",https://camminareboots.com/,"camminare@camminare.pl, camminare@camminareboots.com",https://www.europages.co.uk/en/company/camminare-boots-22275153
DOMAINE DE L'AMBROISIE,France,"45 impasse Victor Hugo, Toul 54200",https://www.emplettespaysannes.fr/,,https://www.europages.co.uk/DOMAINE-DE-LAMBROISIE/00000003988528-001.html
"IBEHI SUMINISTROS,S.L.",Spain,"Avda/Principe Alfonso,sn, Tomelloso 13700",https://www.ibehi.com/,,https://www.europages.co.uk/IBEHI-SUMINISTROSSL/00000005448341-788441001.html
CAPARRA & SICILIANI,Italy,"Via bivio s.s. 106 snc, Cirò Marina 88811",http://www.caparraesiciliani.com/,"info@caparraesiciliani.it, caparraesiciliani@pec.it",https://www.europages.co.uk/CAPARRA-SICILIANI/00000004663419-001.html
WEINGUT STEYRER BERNHARD,Austria,"Pointweg 10, Kuffern 3125",http://www.weingut-steyrer.at/,traisental@weingut-steyrer.at,https://www.europages.co.uk/WEINGUT-STEYRER-BERNHARD/00000005207090-001.html
SNOWDON HONEY FARM & WINERY,United Kingdom,"Llanberis/High St, Llanberis, Caernarfon LL55 4HB",https://www.snowdonhoneyfarmandwinery.co.uk/,info@snowdonhoneyfarmandwinery.co.uk,https://www.europages.co.uk/SNOWDON-HONEY-FARM-WINERY/00000004150697-001.html
WINES TREE,France,"Château de Beaupré, Saint Cannat 13760",,,https://www.europages.co.uk/WINES-TREE/FRA597515-00101.html
DANIELA FITOFARMACIE,Romania,"FOCSANI, STR MARASESTI NR 60, Focsani 633304",http://fermasigradina.ro/,,https://www.europages.co.uk/DANIELA-FITOFARMACIE/00000004010176-285075001.html
CAMPO VIEJO,Spain,"Camino De Lapuebla 50 26006 Logroño, Logroño 26006",http://www.campoviejo.com/,"prwspain@pernod-ricard.com, campoviejo@pernod-ricard.com",https://www.europages.co.uk/CAMPO-VIEJO/00000003448619-43420001.html
VIGNOBLES DUBOURG,France,"Château Nicot, Escoussans 33760",http://www.vignobles-dubourg.com/,,https://www.europages.co.uk/VIGNOBLES-DUBOURG/FRA465965-00101.html
"DIONISOS AGRICULTURA BIOLÓGICA, S.L.",Spain,"C/ Unión, 82, Valdepeñas 13300",http://www.labodegadelasestrellas.com/,,https://www.europages.co.uk/DIONISOS-AGRICULTURA-BIOLOGICA-SL/00000004708136-505997001.html
"BODEGAS TIERRAS DE ORGAZ,",Spain,"C/ Orgaz, 12, Manzaneque 45460",http://www.bodegastierrasdeorgaz.com/,comercial@bodegasnoc.com,https://www.europages.co.uk/BODEGAS-TIERRAS-DE-ORGAZ/00000004754518-539678001.html
FILTRAGAS,Spain,"C/ Pedro Martínez Gutierrez, 5. Entreplanta, Albacete 02004",https://www.filtragas.com/,info@filtragas.com,https://www.europages.co.uk/FILTRAGAS/00000005376310-688439001.html
BODEGAS MONJE,Spain,"Camino Cruz de Leandro, 36, El Sauzal, El Sauzal 38359",http://bodegasmonje.com/,info@bodegasmonje.com,https://www.europages.co.uk/BODEGAS-MONJE/00000005351797-647841001.html
Install Beer S.L.,Spain,"Carrer de Joaquim Valls, 109 Local, , Barcelona 08042",https://installbeer.com/,info@installbeer.com,https://www.europages.co.uk/en/company/install-beer-sl-22283057
HIGHLAND WINERIES,United Kingdom,"Moniack Castle,, Inverness IV5 7PQ",,,https://www.europages.co.uk/HIGHLAND-WINERIES/GBR021432-00101.html
RIOJA LIKE A NATIVE - RIOJA WINE TOURS AND EXCURSIONS,Spain,"C/ Chile, 7, Logroño-La Rioja 26002",http://www.riojalikeanative.com/,rebeca@riojalikeanative.com,https://www.europages.co.uk/RIOJA-LIKE-A-NATIVE-RIOJA-WINE-TOURS-AND-EXCURSIONS/00000005236933-555627001.html
WEINBRAENDE,Germany,"Küselstr. 34, Berlin 10409",https://weinbraende.com/,,https://www.europages.co.uk/WEINBRAENDE/00000005359157-657515001.html
LE VALLON-VIGNERONS DU ROUGIER,France,"RD840, Valady 12330",https://www.vigneronsduvallon.com/,,https://www.europages.co.uk/LE-VALLONVIGNERONS-DU-ROUGIER/00000005446539-785025001.html
VIGNERONS D'OLÉRON,France,"37 rue de Bonnemie, St Pierre D'oléron 17310",http://www.vignerons-oleron.com/,,https://www.europages.co.uk/VIGNERONS-DOLERON/00000005376337-688480001.html
CANTINA DELSIGNORE - AZ. VITIVINICOLA,Italy,"Corso Vercelli 86/88, Gattinara 13045",http://www.cantinadelsignore.com/,info@cantinadelsignore.com,https://www.europages.co.uk/CANTINA-DELSIGNORE-AZ-VITIVINICOLA/00000003828033-146935001.html
"CLICKVINUS SELECCIÓ, SL",Spain,"c. comerç, 2, E, Vilassar de Dalt 08339",http://www.clickvinus.com/,,https://www.europages.co.uk/CLICKVINUS-SELECCIO-SL/00000003772159-130951001.html
RAST IRENA AVSENIK S.P.,Slovenia,"Stara cesta 27, Straža SI-8351",http://www.sodko.si/,,https://www.europages.co.uk/RAST-IRENA-AVSENIK-SP/00000004688424-487656001.html
DORABALTEA - TRATTAMENTO ACQUE REFLUE,Italy,"Via Fratelli Lumiere 80, Arezzo 52100",https://www.dorabaltea.com/,,https://www.europages.co.uk/DORABALTEA-TRATTAMENTO-ACQUE-REFLUE/00000003468879-49055001.html
TIENDA YUNTERO,Spain,"C/ Virgen de Gracia 11, Manzanares 13200",http://www.tiendayuntero.com/tienda/,"yuntero@yuntero.com.si, yuntero@yuntero.com.asimismo, yuntero@yuntero.com, mangelescaba@yuntero.com",https://www.europages.co.uk/TIENDA-YUNTERO/00000005274322-588569001.html
BODEGAS PERFER,Spain,"Paraje el Marchal, Uleila del Campo, Almeria, Almeria 04279",http://www.bodegasperfer.com/,"administracion@bodegasperfer.es, info@bodegasperfer.com",https://www.europages.co.uk/BODEGAS-PERFER/00000004737476-534324001.html
AZ. AGR. PUSTERLA SOC. AGR. S.S,Italy,"LOCALITA' PUSTERLA VIGOLO, Castell'arquato 29014",http://www.vinipusterla.it/,pusterla@vinipusterla.it,https://www.europages.co.uk/AZ-AGR-PUSTERLA-SOC-AGR-SS/SEAC000108354-001.html
AMANTI DI VINO VINI SFUSI DOLCEZZE E PRELIBATEZZE SICILIANE,Italy,"Via Giuseppe l'Innografo, 18, Siracusa 96100",,,https://www.europages.co.uk/AMANTI-DI-VINO-VINI-SFUSI-DOLCEZZE-E-PRELIBATEZZE-SICILIANE/SEAC011688721-001.html
DIJSO,Netherlands,"Wanraaij 4, Andelst 6673 DN",https://dijso.nl/,,https://www.europages.co.uk/DIJSO/00000005389305-708271001.html
STEWART HILL WALKER,United Kingdom,"4314x 9 Howick Place, London SW1X 7ZJ",,,https://www.europages.co.uk/STEWART-HILL-WALKER/00000005495399-001.html
KASPAR SCHULZ BRAUEREIMASCHINENFABRIK & APPARATEBAUANSTALT GMBH,Germany,"Kaspar-Schulz-Str. 1, Bamberg 96052",https://www.kaspar-schulz.com/,info@kaspar-schulz.de,https://www.europages.co.uk/KASPAR-SCHULZ-BRAUEREIMASCHINENFABRIK-APPARATEBAUANSTALT-GMBH/DEU445840-00101.html
AGRIFOY,France,"Avenue De Bordeaux, Port Sainte Foy et Ponchapt, Ste Foy La Grande 33220",https://www.agrifoy.fr/,contact@agrifoy.fr,https://www.europages.co.uk/AGRIFOY/00000003886077-178596001.html
CAVALLI GIUSEPPE & VINCENZO S.N.C.,Italy,"VIA MOLINELLO 11, Bagnara Di Romagna 48031",http://www.cantinacavalli.com/,,https://www.europages.co.uk/CAVALLI-GIUSEPPE-VINCENZO-SNC/SEAC000015280-002.html
BODEGAS Y DESTILERÍAS CARMELITANO,Spain,"Calle Bodolz, 12, Benicasim 12560",http://www.carmelitano.com/,,https://www.europages.co.uk/BODEGAS-Y-DESTILERIAS-CARMELITANO/00000004739832-538326001.html
CASA DELLA DIVISA,Italy,"Via Canaletto 51/5, Senigallia 60019",http://www.casadelladivisa.it/,,https://www.europages.co.uk/CASA-DELLA-DIVISA/00000004729015-528101001.html
AZIENDA AGRICOLA LA TORRE,Italy,"Località Torre, 3 - Mocasina di Calvagese, Calvagese Della Riviera 25080",http://www.pasini-latorre.com/,,https://www.europages.co.uk/AZIENDA-AGRICOLA-LA-TORRE/00000004707365-505429001.html
STARPLAST TERNI,Italy,"Strada di Recentino, 18, Terni 05100",https://www.starplast-terni.com/,"starplast-terni@pec.it, ufficio-commerciale@starplast-terni.com",https://www.europages.co.uk/STARPLAST-TERNI/00000004677337-478238001.html
INTRANSFER DI ANICHINI ROBERTO,Italy,"Via San Martino alla Palma 76, Scandicci 50018",http://www.intransfer.it/,"info@intransfer.it, samueleanichini7@gmail.com",https://www.europages.co.uk/INTRANSFER-DI-ANICHINI-ROBERTO/00000005276527-590636001.html
KOVÁCS ÉS LÁNYA BORÁSZAT,Hungary,"SZÉCHÉNYI UT 1, Győngyőstarján 3036",https://kovacseslanya.hu/,,https://www.europages.co.uk/KOVACS-ES-LANYA-BORASZAT/00000005381088-696550001.html
MN PARTNERS LTD,United Kingdom,"7 McNair Road, Southall, London UB2 4XG",http://mnpartners.it/,,https://www.europages.co.uk/MN-PARTNERS-LTD/00000004639543-449642001.html
CASA VINICOLA MORANDO S.R.L.,Italy,"Via Stazione 41, Costigliole D'asti 14056",https://www.morando.com/,,https://www.europages.co.uk/CASA-VINICOLA-MORANDO-SRL/SEAC000434522-001.html
SINNER WINE,Spain,"Antonete Galvez 4, Murcia 30003",https://www.sinnerwine.com/,sinnerwine@sinnerwine.com,https://www.europages.co.uk/SINNER-WINE/00000005387786-705777001.html
CHATEAU CANTELAUZE-MEZY,France,"Route de Vire sur Lot, Duravel 46700",https://www.chateau-cantelauze-mezy.com/fr/,,https://www.europages.co.uk/CHATEAU-CANTELAUZEMEZY/00000004654101-001.html
EMIL WISSING GMBH WEINKELLEREI,Germany,"Weinstr.2, Oberotterbach 76889",https://www.wissing-wein.de/,info@wissing-wein.de,https://www.europages.co.uk/EMIL-WISSING-GMBH-WEINKELLEREI/DEU466192-00101.html
AZ. AGR. LE VIGNE DI SAN GIACOMO DI GIACOMIN GIANLUCA,Italy,"via Pantiera, 100, Roncade 31056",http://levignedisangiacomo.com/,info@levignedisangiacomo.com,https://www.europages.co.uk/AZ-AGR-LE-VIGNE-DI-SAN-GIACOMO-DI-GIACOMIN-GIANLUCA/00000003937811-215998001.html
"NEXO WINES, S.L.",Spain,"Pl. Isabel II, 2-3, Requena 43640",https://www.nexowines.com/,,https://www.europages.co.uk/NEXO-WINES-SL/00000005501646-001.html
CWD CHAMPAGNER- UND WEIN- DISTRIBUTIONSGESELLSCHAFT MBH & CO. KG,Germany,"Hamburger Strasse 14-20, Tornesch 25436",http://www.cwdwein.de/,info@weinwolf.de,https://www.europages.co.uk/CWD-CHAMPAGNER-UND-WEIN-DISTRIBUTIONSGESELLSCHAFT-MBH-CO-KG/00000004800452-001.html
BODEGA PUENTA DE RUS,Spain,"Ctra. Almarcha, 50, San Clemente 16600",http://www.puentederus.com/,,https://www.europages.co.uk/BODEGA-PUENTA-DE-RUS/ESP196067-14105001.html
ÖKOWEINGUT HUBERTUSHOF GBR,Germany,"Paulsstrasse 88, Lieser 54470",http://www.weingut-hubertushof.de/,info@weingut-hubertushof.de,https://www.europages.co.uk/OKOWEINGUT-HUBERTUSHOF-GBR/00000005085947-001.html
VINOS CON DENOMINACIÓN,Spain,"C/ Merindad de Tudela 1, Noáin 31110",http://www.vinoscondenominacion.com/,info@wynoteca.com,https://www.europages.co.uk/VINOS-CON-DENOMINACION/00000004977265-548337001.html
"SOCIEDADE AGRÍCOLA CASAL DO CONDE, SA.",Portugal,"Rua Mariano de Carvalho, 147, Santarém, Vila Chã De Ourique 2070-668",http://www.sacasaldoconde.com/,info@sacasaldoconde.com,https://www.europages.co.uk/SOCIEDADE-AGRICOLA-CASAL-DO-CONDE-SA/00000004591018-001.html
PUBLICA,Belgium,"Stenehei 30unit5, Dessel 2480",http://www.publica.be/,info@publicamenucards.com,https://www.europages.co.uk/PUBLICA/BEL068682-00101.html
UGOZANIER,Italy,"Via Cavour 52, Squinzano 73018",,,https://www.europages.co.uk/UGOZANIER/00000004575904-407586001.html
"TORNAI WINECELLAR WINERY , TRADING AND TOURISM LTD .; ROVIDITVE: TORNAI WINECELLAR LTD.",Hungary,"Vasut U. 29., Devecser 8460",,,https://www.europages.co.uk/TORNAI-WINECELLAR-WINERY-TRADING-AND-TOURISM-LTD-ROVIDITVE-TORNAI-WINECELLAR-LTD/HUN056272-00101.html
TILENUS,Spain,"Ctra. de la Dehesa a Posada del Bierzo, s/n,, PONFERRADA - LEÓN 24390",http://www.tilenus.com/,,https://www.europages.co.uk/TILENUS/K30116825-000013222001.html
"ООО ""СТС ТРЕЙД""",Ukraine,"ул.40 лет Октября, 18-В, Синельниково 52500",https://r-s.dp.ua/,,https://www.europages.co.uk/%25D0%259E%25D0%259E%25D0%259E-%25D0%25A1%25D0%25A2%25D0%25A1-%25D0%25A2%25D0%25A0%25D0%2595%25D0%2598%25D0%2594/00000005487623-001.html
NURIMAR,Spain,"C/ Pintor Sorolla, 3, Montichelvo-Valencia 46842",http://www.nurimar.com/,nurimar@nurimar.com,https://www.europages.co.uk/NURIMAR/ESP194408-000005860001.html
SAN SALVATORE 1988,Italy,"via dioniso snc, Giungano 84050",http://www.sansalvatore1988.it/,"info@pec.sansalvatore1988.it, info@sansalvatore1988.it",https://www.europages.co.uk/SAN-SALVATORE-1988/00000004697412-496050001.html
VIGNOBLES GUIGNARD,France,"La Grange, Mazères 33210",http://www.vignobles-guignard.com/,,https://www.europages.co.uk/VIGNOBLES-GUIGNARD/00000004660456-001.html
THE GOURMET CORP,Spain,"Avenida General Primo de Rivera, Avenida general primo de rivera, Murcia 30008",http://thegourmetcorp.com/,,https://www.europages.co.uk/THE-GOURMET-CORP/00000003964281-001.html
NOORDMAN WIJNIMPORT B.V.,Netherlands,"Flevoweg 17, Leiden 2318 BZ",,,https://www.europages.co.uk/NOORDMAN-WIJNIMPORT-BV/NLD002334-00101.html
VIGNERONS DE BEL AIR,France,"Route De Beaujeu, Saint-jean-d'ardieres 69220",http://www.vignerons-belair.com/,,https://www.europages.co.uk/VIGNERONS-DE-BEL-AIR/00000003627573-00101.html
