Name,Country,Address,Website,Email,Profile_URL
Domaine De Castelnau,France,"32 Avenue De Pézenas , Castelnau De Guers 34120",https://www.domainecastelnau.com/,castelnau1@orange.frinformationsmentions,https://www.europages.co.uk/en/company/domaine-de-castelnau-22317903
BEFRE REUSABLE BAGS ONLY,Belgium,"Rue Joseph Stevens 7, Bruxelles 1000",http://www.befre.be/en/,info@befre.eu,https://www.europages.co.uk/BEFRE-REUSABLE-BAGS-ONLY/00000003905433-000020313001.html
TROPHÉES EN VERRE,France,"14 rue Gambetta, Mesnil-Le-Roi 78600",http://www.tropheesenverre.com/,info@tropheesenverre.com,https://www.europages.co.uk/TROPHEES-EN-VERRE/00000004730180-529332001.html
ACHILLE SRL,Italy,"VIA CASALINO 18, Bergamo 24121",https://bello-fresco.com/,info@bello-fresco.com,https://www.europages.co.uk/ACHILLE-SRL/00000005528966-001.html
Aires de Jaén Aceite de Oliva Virgen Extra,Spain,"CARRETERA JV 3002 FINCA BADENES, KM 8, Jabalquinto 23712",https://www.airesdejaen.com/,marketing@airesdejaen.com,https://www.europages.co.uk/en/company/aires-de-jaen-aceite-de-oliva-virgen-extra-22286002
BOUCHONS LECLERCQ ET FILS,Belgium,"31, Avenue de L'Espérance, Fleurus 6220",http://www.bouchonsleclercq.be/,info@bouchonsleclercq.be,https://www.europages.co.uk/BOUCHONS-LECLERCQ-ET-FILS/BEL071597-000018890001.html
RIOJA WINE BARRELS,Spain,"Polígono Cantabria II, C. Los Almendros, 14, Logroño, La Rioja 26009",,,https://www.europages.co.uk/en/company/rioja-wine-barrels-22306923
MEAT REVOLUTION,Bulgaria,"village Drinovo, Mara Taseva, 23, Targovishte 7834",https://meatrevolution.com/,,https://www.europages.co.uk/en/company/meat-revolution-22286437
FINN-KORKKI OY,Finland,"Konepajantie 10,, Hämeenlinna 13300",https://www.finn-korkki.com/en/,info@finn-korkki.com,https://www.europages.co.uk/FINNKORKKI-OY/FIN029116-001.html
Bodegas Ramon De Ayala Lete e Hijos,Spain,"Calle Fuentecilla 12, Briñas – La Rioja 26290",http://www.rayalaehijos.com/,bodegas@rayalaehijos.com,https://www.europages.co.uk/en/company/bodegas-ramon-de-ayala-lete-e-hijos-22308110
CENTRO FORM SRL,Italy,"Ctr. Montagna - Zona Artigianale, Aidone 94010",http://www.centroform.it/,,https://www.europages.co.uk/CENTRO-FORM-SRL/SEAC000116043-001.html
INCA VALLEY / INCA CAO,Belgium,"25, Bus 0002, Verrekijker, Wingene 8750",https://www.incacao.be/,info@incacao.be,https://www.europages.co.uk/INCA-VALLEY-INCA-CAO/00000005437691-777045001.html
SAVINO BARBERA,Italy,"VIA TORINO 12, Brandizzo 10032",http://www.savinobarbera.com/,info@savinobarbera.com,https://www.europages.co.uk/SAVINO-BARBERA/SEAC000127253-002.html
ASIA EUROPE TRADE,Belgium,"25 rue de Rotterdam, Liege 4000",http://www.asiaeuropetrade.biz/,,https://www.europages.co.uk/ASIA-EUROPE-TRADE/00000004010950-001.html
MAZZETTI D'ALTAVILLA S.R.L.,Italy,"2 VIALE UNITA' D'ITALIA, Altavilla Monferrato 15041",http://www.mazzetti.it/,,https://www.europages.co.uk/MAZZETTI-DALTAVILLA-SRL/SEAC000035319-001.html
JUICE AND WORLD S.L.,Spain,"Avda. de Los Tilos 10 - 18, Polígono San Miguel, Villatuerta 31132",https://www.juiceandworld.com/,info@juiceandworld.com,https://www.europages.co.uk/en/company/juice-and-world-sl-22280722
KREUZER INTERNATIONAL GMBH,Austria,"Haidbachstrasse 23, Pasching 4061",https://www.kreuzer-gmbh.com/,"office-de@kreuzer-gmbh.com, office@kreuzer-gmbh.com",https://www.europages.co.uk/KREUZER-INTERNATIONAL-GMBH/00000005188131-001.html
ALLIANCE CAOUTCHOUC,France,"5 Avenue André DULIN, ZI des Soeurs, Rochefort 17300",http://www.alliance-caoutchouc.com/,info@alliance-caoutchouc.com,https://www.europages.co.uk/ALLIANCE-CAOUTCHOUC/FRA604756-00101.html
ADOPACK AMBALAJ SANAYI VE TICARET LTD. STI,Türkiye,"Yüzyil Mah. Matbaacılaar Sitesi 4. Cad No:94, 34204, Bagcilar/ Istanbul/ Turkey, Istanbul 34218",https://www.adopack.com.tr/,info@adopack.com.tr,https://www.europages.co.uk/ADOPCAK-AMBALAJ-SANAYI-VE-TICARET-LTD-STI/00000005487730-001.html
PATODIA ORGANICS LLP,India,"7 Sambhunath Mullick Lane, Kolkata 700007",https://www.bagstudio.in/,,https://www.europages.co.uk/PATODIA-ORGANICS-LLP/00000005453649-001.html
SHELDON INTERNATIONAL,United Kingdom,"Sheldon House, 1 Lunsford Road, Leicester LE5 0HJ",https://www.sheldonplc.co.uk/,sales@sheldonplc.co.uk,https://www.europages.co.uk/SHELDON-INTERNATIONAL/00000003649467-287100001.html
CHRISTIAN DELORME S.A.S.,France,"59 Chemin du Moulin Carron, Bp 80060, Dardilly 69572",https://www.christiandelorme.com/,"contacts@christiandelorme.com, 4.26.46.21.56contacts@christiandelorme.com",https://www.europages.co.uk/CHRISTIAN-DELORME-SAS/00000005447244-786421001.html
COREPE SEFDI,France,"Route de Férolles, Sandillon 45640",https://corepe.com/,corepe.sefdi@corepe.com,https://www.europages.co.uk/COREPE-SEFDI/FRA008365-00101.html
BODEGAS BOCOPA,Spain,"Paraje Les Pedreres Autovia A31 , Alicante 03669",https://www.bocopa.com/,"info@bocopa.com, enoturismo@bocopa.com, tienda.online@bocopa.com",https://www.europages.co.uk/en/company/bodegas-bocopa-22304911
